Key,English,Thai
UI_GROUPSEARCH_SORT,Sort:,เรียงลำดับ:
UI_GROUPSEARCH_PARTYNAME,Party Name,ชื่อปาร์ตี้
UI_GROUPSEARCH_GUILDNAME,Guild Name,ชื่อกิลด์
UI_GROUPSEARCH_LEADER,Leader,หัวหน้า
UI_GROUPSEARCH_MASTER,Master,Master
UI_GROUPSEARCH_LEVEL,Level,Level
UI_GROUPSEARCH_MEMBERS,Members,สมาชิก
UI_GROUPSEARCH_BUFFS,Buffs,Buffs
UI_GROUPSEARCH_LEADERLEVEL,Leader Level,เลเวลหัวหน้า
UI_GROUPSEARCH_LEADERNAME,Leader Name,ชื่อหัวหน้า
UI_GROUPSEARCH_MASTERLEVEL,Master Level,Master เลเวล
UI_GROUPSEARCH_MASTERNAME,Master Name,ชื่อ Master
UI_GROUPSEARCH_ALL,All,All
UI_GROUPSEARCH_FRIENDS,Friend Leaders,หัวหน้าที่เป็นเพื่อน
UI_GROUPSEARCH_STRANGERS,Stranger Leaders,หัวหน้าที่เป็นคนแปลกหน้า
UI_GROUPSEARCH_MASTERFRIENDS,Friend Masters,เพื่อนที่เป็น Masters
UI_GROUPSEARCH_MASTERSTRANGERS,Stranger Masters,คนแปลหน้าที่เป็น Masters
UI_GROUPSEARCH_JOIN,Join,เข้าร่วม
UI_GROUPSEARCH_LEADERAPPROVAL,Your request must be approved by the Leader,คำขอของคุณต้องได้รับการอนุมัติจากหัวหน้า
UI_GROUPSEARCH_MASTERAPPROVAL,Your request must be approved by the Master,คำขอของคุณต้องได้รับการอนุมัติจากMaster
UI_PARTY_JOINQUESTION,%s wants to join your party. Do you accept?,%s ต้องการเข้าร่วมปาร์ตี้ของคุณ คุณยอมรับหรือไม่
UI_GUILD_SEARCHNOTICE,Search Notice,ประกาศค้นหา
UI_GUILD_SEARCHNOTICE_TIP,Setup the notice in Guild Search.,ตั้งค่าประกาศในการค้นหากิลด์
UI_DAMAGEMETER_RESET,Reset Damage Statistics,รีเซ็ต Damage stat 
UI_DAMAGEMETER_TITLE,Damage Stats %d/%d,Damage Stats %d/%d
UI_TOOLTIP_SKILL_NOFLY,Flying: No,บิน: ไม่
UI_DAMAGEMETER_TOGGLE,Show/hide Damage Statistics,แสดง/ซ่อน Damage Stat
UI_SHOP_QUICK_SELL,Quick Sell,ขายด่วน
UI_SHOP_QUICK_SELL_TIP,Quickly sell a category of items.,ขายหมวดหมู่ของไอเท็มนี้อย่างรวดเร็ว
UI_SHOP_BUY_BACK,Buy Back,ซื้อกลับ
UI_SHOP_BUY_BACK_TIP,Purchase back items that you recently sold by mistake.,ซื้อกลับไอเทมที่คุณเพิ่งขายไปโดยไม่ได้ตั้งใจ
UI_SHOP_QUICK_SELL_CONFIRM,Sell,ขาย
UI_SHOP_QUICK_SELL_TOTAL,Total:,รวม:
UI_SHOP_QUICK_SELL_UNCOMMON,Uncommon & Lower,Uncommon & ต่ำกว่า
UI_SHOP_QUICK_SELL_RARE,Rare & Lower,Rare & ต่ำกว่า
UI_SHOP_QUICK_SELL_FOOD,Food,อาหาร
UI_SHOP_QUICK_SELL_POTION,Potion,Potion
UI_SHOP_BACK_TITLE,Buy back item,ซื้อไอเท็มกลับ
UI_SHOP_BACK_CONFIRM,Do you want to purchase back the item for %s penya?,คุณต้องการซื้อไอเท็มคืนในราคา %s penya หรือไม่?
UI_TOOLTIP_BOWRANGE,Bow Range,Bow Range
UI_TOOLTIP_SKILLUP,Skill Damage,Skill Damage
UI_TOOLTIP_SKILLUP_1V1,1v1 Skill Damage,Skill Damage 1v1
UI_TOOLTIP_HEALUP,Healing,ฟื้นฟู
UI_TOOLTIP_SKILLRANGE,Skill Range,Skill Range
UI_MAP_MENU,Menu,เมนู
UI_MAP_MENU_TIP,Hide/Show the menu,ซ่อน/แสดงเมนู
UI_TOOLTIP_RESTOREUP,HP Restoration,การฟื้นฟู HP
UI_OPTION_FRAMERATE,FPS,FPS
UI_OPTION_FRAMERATE_TIP,Frames Per Second,เฟรมต่อวินาที
UI_OPTION_FRAMERATE_SYNC,VSync,VSync
UI_WORLD_FLY_EQUIP,Fly,บิน
UI_WORLD_FLY_UNEQUIP,Land,พื้นดิน
UI_WORLD_PARTY,Party x%d,ปาร์ตี้ x%d
UI_WORLD_BUFF,Buff x%d,Buff x%d
UI_QUESTGOAL_MOBILE,Quest,Quest
UI_INPUT_NUMBER,Input a number,ใส่ตัวเลข
UI_SKILL_CLOSED,Closed,ปิด
UI_SKILL_POINT_COST,Point Cost,ค่าCost
UI_SKILL_ADD_COMBO,Add to Combo,เพิ่มในคอมโบ
UI_SKILL_COMBO,Combo Bar,แถบ Combo 
UI_CASHSHOP_PENYA_ONLY,Penya Only,Penya เท่านั้น
UI_CASHSHOP_PENYA,Penya,Penya
UI_CASHSHOP_PENYA_VIP,Penya (VIP),Penya (VIP)
UI_CASHSHOP_BINDS,This item #bcannot be traded or sold#nb.,รายการนี้ #bไม่สามารถแลกเปลี่ยนหรือซื้อขายได้#nb.
UI_CASHSHOP_VIRTUAL,This purchase is #bnot an item#nb.,การซื้อนี้เป็น #bไม่ใช่ไอเทม#nb
UI_TOOLTIP_DST_CRITICAL_RESIST,Critical Resist,ต่อต้านคริติคอล
UI_TOOLTIP_DST_PVP_DMG_RATE,PvP Damage Reduction,ลดความเสียหาย PvP
UI_TOOLTIP_DST_PVE_DMG_RATE,PvE Damage Reduction,ลดความเสียหาย PvE
UI_TOOLTIP_DST_DEFMAGIC_RATE,Magic Resistance,ความต้านทานเวทย์มนตร์
UI_TOOLTIP_DST_PVP_DMG,PvP Damage,PvP Damage
UI_TOOLTIP_DST_PVE_DMG,PvE Damage,PvE Damage
UI_TOOLTIP_DST_ASAL,Asalraalaikum Damage,Asalraalaikum Damage
UI_TOOLTIP_WALL_LIVES,Number of lives: %d,จำนวนชีวิต: %d
UI_BUFF_REMOVE_TITLE,Cancel Buff,ยกเลิกBuff
UI_BUFF_REMOVE_QUESTION,Do you confirm the removal of the Buff #b%s#nb? It is not possible to undo this action.,คุณยืนยันการลบBuff #b%s#nb หรือไม่? ไม่สามารถยกเลิกการดำเนินการนี้ได้
UI_TOOLTIP_REFLEX_HIT,Reflected Damage: %d%% / %d%% (PVP),Damageสะท้อน: %d%% / %d%% (PVP)
UI_TOOLTIP_CHANCESTUN_PVP,Stun Probability (PVP),ความเป็นไปได้ในการสร้างความมึนงง (PVP)
UI_TOOLTIP_CHANCESTUN_PVE,Stun Probability (PVE),ความเป็นไปได้ในการสร้างความมึนงง (PVE)
UI_TOOLTIP_CHANCEPOISON,Poison Probability,ความเป็นไปได้ของการติดพิษ
UI_TOOLTIP_CHANCESTEALHP,Steal HP Probability,ขโมยความเป็นไปได้ของ HP
UI_TOOLTIP_CHANCESTEALMP,Steal MP Probability,Steal MP Probability
UI_TOOLTIP_CHANCESTEALFP,Steal FP Probability,Steal FP Probability
UI_TOOLTIP_CHANCEBLEEDING,Bleeding Probability,ความเป็นไปได้ที่จะเลือดออก
UI_OPTION_PARTY_MEMBERS_HP,Party Members HP,HP สมาชิกปาร์ตี้
UI_TOOLTIP_DOTTICK,DoT Tick: %s Seconds,DoT Tick: %s วินาที
UI_TOOLTIP_MAXHIT,Max Targets: %d,Max Targets: %d
UI_TOOLTIP_MAXHIT_PVP,Max Targets: %d / %d (PVP),Max Targets: %d / %d (PVP)
UI_PRIVATE_SHOP_OK,Shop,ร้านค้า
UI_PRIVATE_SHOP_OK_TIP,Open a Personal Shop,เปิดร้านส่วนตัว
UI_PRIVATE_SHOP_VENDOR,Vendor,ผู้ขาย
UI_PRIVATE_SHOP_VENDOR_TIP,Create a Vendor that will sell your items for you,สร้างผู้จำหน่ายที่จะขายสินค้าของคุณ
UI_PRIVATE_SHOP_VENDOR_OPEN,Will you create a vendor?,คุณจะสร้างผู้จำหน่ายหรือไม่?
UI_PRIVATE_SHOP_VENDOR_SKIN,Vendor Shop Skin:,สกินร้านค้าของผู้ขาย:
UI_TIMEINFO_TITLE,Info,ข้อมูล
UI_TIMEINFO_SERVER,Current Server,เซิร์ฟเวอร์ปัจจุบัน
UI_TIMEINFO_TIME,Current Time,เวลาปัจจุบัน
UI_TIMEINFO_CONNECTION,Connection Time,เวลาเชื่อมต่อ
UI_TIMEINFO_SESSION,Session Duration,ระยะเวลาเซสชัน
UI_CHAT_TITLE,Chat,แชท
UI_CHAT_FILTERS,Filters,ตัวกรอง
UI_CHAT_VIEW_LANGUAGES,View Languages,ดูภาษา
UI_CHAT_YOUR_LANGUAGE,Your Language,ภาษาของคุณ
UI_INVENTORY_CONVERT_SOULLINK,Convert soul link,แปลง soul link
UI_INVENTORY_PUTCHAT,Link in Chat,ลิงค์ในแชท
UI_INVENTORY_LOCK,Mark Favorite,ทำเครื่องหมายรายการโปรด
UI_INVENTORY_UNLOCK,Unmark Favorite,เลิกทำเครื่องหมายรายการโปรด
UI_APP_EXTRABAG_TIP,Opens a second view of your inventory.,เปิดมุมมองที่สองของสินค้าในคลังของคุณ
UI_INVENTORY_TAB_ALL,All,ทั้งหมด
UI_INVENTORY_TAB_GENERAL,General,ทั่วไป
UI_INVENTORY_TAB_PET,Pet,สัตว์เลี้ยง
UI_INVENTORY_TAB_CLOTH,Cloth,ชุด
UI_INVENTORY_TAB_QUEST,Quest,Quest
UI_INVENTORY_DROP,Drop,ดร็อป
UI_INVENTORY_DELETE_BTN,Delete,ลบ
UI_INVENTORY_ACTION_USE,Use,ใช้
UI_INVENTORY_ACTION_EQUIP,Equip,ติดตั้ง
UI_TOOLTIP_UNSELLABLE,Cannot be sold to NPC.,ไม่สามารถขายให้ NPC ได้
UI_UPGRADE_PROB,Success: #b%s#nb,สำเร็จ: #b%s#nb
UI_OPTION_ADVANCEDSHADERS,Advanced Shaders,Shaders ขั้นสูง 
UI_OPTION_BLOOM,Bloom,Bloom
UI_OPTION_DOF,Depth of Field,Depth of Field
UI_OPTION_SSAO,SSAO,SSAO
UI_OPTION_VLIGHT,Volumetric Light,Volumetric Light
UI_OPTION_WATERQUALITY,Water Quality,คุณภาพของน้ำ
UI_OPTION_WATERQUALITY_TIP,Changes reflection quality and resolution.,เปลี่ยนคุณภาพการสะท้อนและความละเอียด
UI_OPTION_BLOOMQUALITY,Bloom Quality,คุณภาพของ Bloom
UI_OPTION_BLOOMQUALITY_TIP,Changes blur size and intensity of the bloom.,เปลี่ยนขนาดการเบลอและความเข้มข้นของ Bloom
UI_OPTION_COLORBLIND,Colorblind Mode,โหมดตาบอดสี
UI_OPTION_COLORBLIND_TIP,Changes the colorblind filter mode.,เปลี่ยน Filter โหมดตาบอดสี
UI_OPTION_CAMERAFOCUS,Camera Focus,Camera Focus
UI_OPTION_CAMERAFOCUSINFO,Toggles the automatic camera zoom and focus when interacting with objects and NPCs.,สลับการซูมและโฟกัสของกล้องอัตโนมัติเมื่อโต้ตอบกับวัตถุและ NPC 
UI_MESSAGE_TIME,%s Ago,%s ที่ผ่านมา
UI_MESSAGE_CLEAR,Clear messages,ล้างข้อความ
UI_INSTANTMSG_TITLE_TIP,Manage your Messages,จัดการข้อความของคุณ
UI_CHARINFO_PARAM_BEFORE,#b[Before Stat Changes]#nb,#b[ก่อนการเปลี่ยนแปลงStat]#nb
UI_CHARINFO_PARAM_AFTER,#b[After Stat Changes]#nb,#b[หลังจากเปลี่ยนStat]#nb
UI_CHARINFO_PARAM_BASE,From Stats:,จาก Stats :
UI_CHARINFO_PARAM_CUSTOM,From Buffs and Equipment:,จากBuffs และอุปกรณ์:
UI_WORLD_COMBO,COMBO,COMBO
UI_BOUNTYINPUT_TITLE,Register Bounty,ลงทะเบียนเงินสนับสนุน
UI_BOUNTYINPUT_HEADER,"Are you sure you want to register a bounty? (It will be visible in the bounty list, min. reward %s Penya)",คุณแน่ใจหรือว่าต้องการลงทะเบียนเงินสนับสนุน? (จะมองเห็นได้ในรายการเงินสนับสนุน รางวัลขั้นต่ำ %s Penya)
UI_BOUNTYINPUT_CONFIRM,Are you sure you want to register a #b%s Penya#nb bounty on #b%s#nb? This cannot be undone.,คุณแน่ใจหรือว่าต้องการลงทะเบียน #b%s Penya#nb เงินสนับสนุน บน #b%s#nb ไม่สามารถยกเลิกได้
UI_BOUNTYINPUT_REGISTER,Register,ลงทะเบียน
UI_BOUNTYINPUT_FEE,+ %s%% Fee,+ %s%% ค่าธรรมเนียม
UI_BOUNTYINPUT_TOTAL,%s Penya,%s Penya
UI_BOUNTYINPUT_LABEL_NAME,Bounty,เงินสนับสนุน
UI_BOUNTYINPUT_LABEL_DURATION,Duration,ระยะเวลา
UI_BOUNTYINPUT_LABEL_REWARD,Reward,Reward
UI_BOUNTYINPUT_LABEL_TOTAL,Total,Total
UI_BOUNTYINPUT_LABEL_COMMENT,Comment,ความคิดเห็น
UI_BOUNTYLIST_TITLE,Bounty List,รายชื่อคนให้เงินสนับสนุน
UI_BOUNTYLIST_HEADER_NAME,Name,Name
UI_BOUNTYLIST_HEADER_LEVEL,Level,Level
UI_BOUNTYLIST_HEADER_REWARD,Reward,รางวัล
UI_BOUNTYLIST_HEADER_TIMELEFT,Time left,เวลาที่เหลือ
UI_BOUNTYLIST_HEADER_COMMENT,Comment,ความคิดเห็น
UI_BOUNTYPOS_TITLE,Bounty Position,ตำแหน่งเงินสนับสนุน
UI_BOUNTYPOS_FEE,Are you sure you want to pay %s Penya to see %s's position?,คุณแน่ใจหรือว่าต้องการจ่าย %s Penya เพื่อดูตำแหน่ง %s?
UI_APP_GACHA_TIP,Displays the Gacha Menu.,แสดงเมนูกาชา
UI_GACHA_TITLE,Gacha,กาชา
UI_GACHA_OPEN,Open,เปิด
UI_GACHA_QUANTITY_MAX,Max,สูงสุด
UI_GACHA_RESET,Reset,รีเซ็ต
UI_GACHA_DESC_EMPTY,"Drag and drop an item pack, a gift box, a gacha box or an housing pack in the item slot.",ลากและวางชุดไอเท็ม กล่องของขวัญ กล่องกาชา หรือแพ็คของบ้าน ลงในช่องไอเท็ม
UI_GACHA_DESC_ITEMPACK,When opening the package you will receive #ball#nb items listed below. You can open several packages in a row.,เมื่อเปิดแพ็คเกจ คุณจะได้รับ #ball#nb ไอเท็มตามรายการด้านล่าง คุณสามารถเปิดหลายแพ็คเกจติดต่อกันได้
UI_GACHA_DESC_GIFTBOX,When opening the box you will receive #bone#nb of the items listed below according to the probabilities. You can open several boxes in a row.,เมื่อเปิดกล่องคุณจะได้รับ #bone#nb ของไอเท็มด้านล่างตามความเป็นไปได้ คุณสามารถเปิดหลายกล่องติดต่อกันได้
UI_GACHA_DESC_GACHA,When opening the gacha you will receive #bone#nb of the items listed below. Once an item has been received it is removed from the gacha. You can open several gachas in a row. If you open enough gachas you are #bguaranteed#nb to get #ball#nb the items listed below. The gacha is then reinitialized.,เมื่อเปิด กาชา คุณจะได้รับ #bone#nb ของไอเท็มตามรายการด้านล่าง เมื่อได้รับไอเทมแล้ว จะถูกลบออกจากกาชา คุณสามารถเปิดกาชาได้หลายอันติดต่อกัน หากคุณเปิดกาชามากพอคุณจะ #bguaranteed#nb เพื่อรับ #ball#nb ไอเท็มด้านล่าง จากนั้นกาชาจะเริ่มต้นใหม่
UI_GACHA_DESC_RESET,If you wish you can also #bvoluntarily reset the gacha#nb starting from %d openings.,หากคุณต้องการ คุณสามารถ #bรีเซ็ต กาชา#nb โดยสมัครใจได้ โดยเริ่มจาก %d ช่อง
UI_GACHA_DESC_RESET_MAX,"If you wish you can also #bvoluntarily reset the gacha#nb starting from %d openings, for a max time of %d.",หากคุณต้องการ #bvoluntarily คุณสามารถรีเซ็ต gacha #nbได้โดยสมัครใจโดยเริ่มจาก %d การเปิด เป็นเวลาสูงสุด %d
UI_GACHA_DESC_GLOBAL,When opening the gacha you will receive #bone#nb of the items listed below. Once an item has been received it is removed from the gacha. You can open several gachas in a row. This box is shared between #ball the players#nb and the last one to open it gets the item below. The gacha is then reinitialized.,เมื่อเปิดกาชา คุณจะได้รับ #bone#nb ของไอเท็มตามรายการด้านล่าง เมื่อได้รับไอเท็มแล้ว จะถูกลบออกจากกาชา คุณสามารถเปิดกาชาได้หลายอันติดต่อกัน กล่องนี้ใช้ร่วมกันระหว่าง #บอลผู้เล่น#nb และกล่องสุดท้ายที่จะเปิดจะได้รับไอเท็มด้านล่าง จากนั้นกาชาจะเริ่มต้นใหม่
UI_GACHA_DESC_INFO,For more information please check our General Sales Conditions in the Cash Shop.,สำหรับข้อมูลเพิ่มเติม โปรดตรวจสอบเงื่อนไขการขายทั่วไปในCash Shop
UI_GACHA_LASTITEM,Last item,ไอเท็มสุดท้าย
UI_GACHA_PREVIEW,PREVIEW,ตัวอย่าง
UI_GACHA_SOLDOUT,Sold out,หมดแล้ว
UI_WELCOME_MSG,Welcome to the world of		\nFlyff Online!,ยินดีต้อนรับสู่โลกของ		\nFlyff Online!
UI_WELCOME_BTN,Let's go!,Let's go!
UI_TUTORIAL_MSG,Do you want the tutorial?,Do you want the tutorial?
UI_TOOLTIP_DST_INCOMINGDMG,Incoming Damage,ความเสียหายที่เข้ามา
UI_TOOLTIP_DST_DMGOFFLOADING,Damage Redirection,เปลี่ยนทิศทางความเสียหาย
UI_TOOLTIP_DST_INCOMINGHEALING,Incoming Healing,ฮีลที่เข้ามา
UI_TOOLTIP_ELEMENT,Element: %s,ธาตุ: %s
UI_APP_BOT_TIP,Bot Simulation,การจำลองบอท
UI_TOOLTIP_DST_EXP,Monster Exp,มอนสเตอร์ Exp
UI_TOOLTIP_DST_ITEM_DROPRATE,Item Drop Rate,ไอเท็ม Drop Rate
UI_TOOLTIP_DST_AUTO_RECOVERY_FP,Auto Attack FP Recovery,การกู้คืน FP โจมตีอัตโนมัติ
