Key,English
UI_RAINBOWRACE_TEAM_INVITATION,%s invites you to participate in the Rainbow Race Duo(%s). Do you accept?\n\nThe application fee is %lld penya.
UI_RAINBOWRACE_INDIV_REGISTERED,You have signed up to participate in the Rainbow Race Individual Race (%s).\n\nYou've spent %lld penya.
UI_RAINBOWRACE_TEAM_REGISTERED_RANDOM,You have signed up to participate in the Rainbow Race Duo Team Race (%s).\n\nYou've spent %lld penya.
UI_RAINBOWRACE_TEAM_REGISTERED,You have signed up to participate in the Rainbow Race Duo Team Race (%s) with '%s'.\n\nYou've spent %lld penya.
UI_RAINBOWRACE_TITLE,Rainbow Race
UI_INVENTORY_ACTION_EQUIP_LEFT,Equip (L)
UI_FITTINGROOM_RESETEQUIPMENT,Reset Equipment
UI_KALGAS_ASSAULT_RANK_NODATA,No participation information
UI_QUEST_ATTENDANCE,Playtime Minutes #cffc32f07#b%d/%d#nb#nc
UI_QUEST_HOUSING,Housing Entry Count #cffc32f07#b%d/%d#nb#nc
UI_CHATFILTER_TEAM,Team
UI_CHAT_TEAM_TIP,Sending messages to team member.
UI_BATTLEPASS_MISSION_VISIT_FRIENDS_HOUSE,Visit friend's house
UI_BATTLEPASS_MISSION_ENTER_INSTANCE_DUNGEON,Enter instance dungeon
UI_BATTLEPASS_MISSION_HOUSING_BOOK_LIKE,Visit Friend's House and press heart
UI_TOOLTIP_FLYSPEEDRATE,Fly Speed
UI_TOOLTIP_DEATHEXPLOSSDEC,Experience Loss Reduction
UI_TOOLTIP_REVIVEHP,HP Restored on revive
UI_TOOLTIP_REVIVEMP,MP Restored on revive
UI_TOOLTIP_REVIVEFP,FP Restored on revive
UI_TOOLTIP_UPGRADENORMAL,Weapon/Armor upgrade chance
UI_TOOLTIP_UPGRADEACCESSORY,Accessory upgrade chance
UI_TOOLTIP_UPGRADEPIERCING,Piercing upgrade chance
UI_TOOLTIP_HOUSINGARTIFACT_HPRATE,Battle Artifact HP
UI_TOOLTIP_HOUSINGARTIFACT_DEFRATE,Battle Artifact DEF
UI_TOOLTIP_HOUSINGARTIFACT_RECOVERYRATE,Battle Artifact Recovery
UI_TOOLTIP_PVPBLOCK_PENETRATION,PvP Block Penetration
UI_TOOLTIP_VENDORSHOP_DAY,Added Vendor Shop Day(s)
UI_TOOLTIP_PARTYEXP_RATE,Party Exp
UI_TOOLTIP_HOUSINGARTIFACT_NEAR_HP,Allies HP near house artifact
UI_TOOLTIP_HOUSINGARTIFACT_NEAR_ATKRATE,Allies ATK near house artifact
UI_TOOLTIP_HOUSINGARTIFACT_NEAR_DEFRATE,Allies DEF near house artifact
UI_TOOLTIP_HOUSINGARTIFACT_ATKSPEED,Allies Attack Speed near house artifact
UI_TOOLTIP_HOUSINGARTIFACT_NEAR_SPELLRATE,Allies Casting Speed near house artifact
UI_TOOLTIP_PVPBLOCK_RATE,PvP Melee/Range Block
UI_TOOLTIP_PVPCRITICALBONUS,PvP Critical Damage
UI_TOOLTIP_PVPCRITICALCHANCE,PvP Critical Chance
UI_TOOLTIP_PENYA_RATE,Penya Drop Bonus
UI_OPTION_UNDERWATER,Underwater Effect
UI_REVIVAL_LODELIGHT_CONFIRM,Are you sure that you want to resurrect to the Lodelight?
UI_REVIVAL_LODESTAR_CONFIRM,Are you sure that you want to resurrect to the Lodestar?
UI_CASHSHOP_CONFIRM_MSG_CMT,Do you want to purchase %dx %s (x%d) for %s?
UI_BATTLEPASS_MISSION_HOUSING_BOOK_WRITE,Write friend's house guestbook
UI_PURCHASE_INAPP_SUCCESS,Purchase was successful!
UI_PURCHASE_INAPP_CANCELED,Purchase has been cancelled.
UI_PURCHASE_INAPP_ERROR,An error occured and purchase was not completed.
UI_TOOLTIP_MAGIC_CLOCK,Number of uses today: %d
UI_BATTLEPASS_MISSION_UPGRADE_GEAR_OR_ACC,Reach gear or accessory upgrade +%s or above
UI_ACHIEVEMENTS_TITLE_TARGETMONSTERS,Monster(s) to kill
UI_REVIVAL_INSTANT_CONFIRM,Are you sure that you want to use the Scroll of Resurrection to resurrect?
UI_EVENT_ITEM_UPGRADE_MATERIAL,Catalyst
UI_OPTION_ACCOUNT_MANAGE_NOTIFICATIONS,Manage notifications
UI_OPTION_ACCOUNT_MANAGE_PRIVACY,Manage privacy
UI_OPTION_ACCOUNT_TOS,Terms of Service
UI_OPTION_ACCOUNT_PRIVACY,Privacy Policy
UI_OPTION_ACCOUNT_MEMBERSHIP_WITHDRAWAL,Membership Withdrawal
UI_OPTION_ACCOUNT_CUSTOMER_CENTER,Customer Center
UI_SERVICE_AGREEMENT_TITLE,Service agreement
UI_SERVICE_AGREEMENT_BIRTHDATE,(Required) Please enter your date of birth
UI_SERVICE_AGREEMENT_ACCEPT_TERMS,I agree to the Terms of Service and acknowledge that I have read and understood the Privacy Policy
UI_SERVICE_AGREEMENT_ACCEPT_TERMS_AGREE,(Required) I agree
UI_SERVICE_AGREEMENT_TERMSOFSERVICE,Check the Terms of Service
UI_SERVICE_AGREEMENT_PRIVACY_POLICY,Check the Privacy Policy
UI_SERVICE_AGREEMENT_ADVERTISEMENTS,(Optional) I agree to receive advertisements and updates and updates about Flyff Universe and related services published on Flyff Universe
UI_SERVICE_AGREEMENT_NOTIFICATIONS,In-app push notifications
UI_SERVICE_AGREEMENT_EMAIL,Email
UI_SERVICE_AGREEMENT_PHONE,Phone
UI_SERVICE_AGREEMENT_CALIFORNIA_RESIDENT,Are you a California resident?
UI_SERVICE_AGREEMENT_ZIPCODE,ZIPCODE
UI_SERVICE_AGREEMENT_CALIFORNIA_PRIVACY,Check the California Privacy Statement
UI_SERVICE_AGREEMENT_AGREE_ALL,Agree All
UI_SERVICE_AGREEMENT_ERROR_TITLE,Agreement error
UI_SERVICE_AGREEMENT_ERROR_BIRTH,Please enter a valid date of birth.
UI_SERVICE_AGREEMENT_ERROR_AGE,You must be at least 16 years old to play the game.
UI_SERVICE_AGREEMENT_ERROR_TERMS,You must read and accept the terms of service and privacy policy to continue.
UI_SERVICE_AGREEMENT_ERROR_ZIPCODE,Please enter a valid zip code.
UI_ROLL_AND_MOVE_START,START
UI_ROLL_AND_MOVE_ROLLBTN,Roll the dice
UI_ROLL_AND_MOVE_COMPLETIONREWARD,Completion Reward
UI_TRADE_LOG_PUT,Added
UI_TRADE_LOG_PULL,Removed
UI_TRADE_LOG_CONFIRM,Confirmed the trade.
UI_TRADE_LOG_ACCEPT,Accepted the trade.
UI_TRADE_LIST_VIEW,Toggle the list view.
UI_COUPON_TITLE,Coupon
UI_COUPON_ENTER,Please enter your coupon code.
UI_COUPON_CODE,Coupon Code
UI_COUPON_DESCRIPTION,Keys look like the following:\n    AAAA-BBBB-CCCC-DDDD
UI_COUPON_CLAIM,Claim
UI_COUPON_CODE_PAGE,Claim code 
UI_COUPON_LOGS_PAGE,Used coupons 
UI_COUPON_LOGS_CODE,Code 
UI_COUPON_LOGS_USETIME,Used at
UI_COUPONGIFT_TITLE,Coupon Gift
UI_COUPONGIFT_NOTICE,"#cffff0000We have something for you!#nc\n\nThank you for playing the #b%s#nb version of Flyff Universe.\n\nAs a gift, we have just sent you a coupon code in your post box.\nYou can use it from the #bEvents#nb menu whenever you want, on any server or character.\n\nEnjoy!"
UI_MENU_REMOVE_SHORTCUT,Remove this shortcut
UI_MENU_SAVE,Save changes
UI_MENU_EDIT,Edit the menu
UI_MENU_FULL,No more highlighted menus can be set.
UI_MENU_UNSPECIFIED,Unspecified
UI_OPTION_KEYREPEAT,Holding Keys
UI_DELETEACCOUNT_TITLE,Delete Account
UI_DELETEACCOUNT_PASS,Password for deleting account\nEnter the password
UI_DELETEACCOUNT_NOPASS,Do you confirm?
UI_DELETEACCOUNT_NOTICE,"When you withdraw your membership, all data will be deleted and you will not be able to use the service, restore your account, or receive a refund for any remaining paid items or currencies."
UI_APP_SEARCHSHOP_TIP,Find items in Personal and Vendor shops.
UI_SEARCHSHOP_RARITY,Rarity
UI_SEARCHSHOP_UPGRADE,Upgrade:
UI_SEARCHSHOP_INCLUDEKEYWORK,Include Keyword
UI_SEARCHSHOP_EXACTKEYWORK,Exact Keyword
UI_SEARCHSHOP_SORTDISTANCE,Distance to Shop
UI_SEARCHSHOP_NBITEMS,Total # of items: %d
UI_SEARCHSHOP_NOSHOP,No shop matching your search.
UI_PARTY_READY_CHECK,Ready
UI_PARTY_READY_CHECK_TIP,Initiate a ready check for all party members.
UI_PARTY_READY_CHECK_TEXT,Are you sure you would like to initiate a ready check for all party members?
UI_PARTY_READY_PROMPT,Are you ready?
UI_PARTY_READY_INFO1,has not responded yet.
UI_PARTY_READY_INFO2,is ready!
UI_PARTY_READY_INFO3,is not ready.
UI_PARTY_EDIT_NAME,Edit the party's name.
UI_SEARCHSHOP_ITEMLEVEL_ASC,Item Level (1 - %d)
UI_SEARCHSHOP_ITEMLEVEL_DESC,Item Level (%d - 1)
UI_SEARCHSHOP_UPGRADELEVEL_ASC,Upgrade Level (0 - 20)
UI_SEARCHSHOP_UPGRADELEVEL_DESC,Upgrade Level (20 - 0)
UI_SEARCHSHOP_PLAYERNAME_ASC,Seller Name (A - Z)
UI_SEARCHSHOP_PLAYERNAME_DESC,Seller Name (Z - A)
UI_SEARCHSHOP_SHOPNAME_ASC,Shop Name (A - Z)
UI_SEARCHSHOP_SHOPNAME_DESC,Shop Name (Z - A)
UI_SEARCHSHOP_SELLER,Seller
UI_SEARCHSHOP_ITEMNAME_ASC,Item Name (A - Z)
UI_SEARCHSHOP_ITEMNAME_DESC,Item Name (Z - A)
UI_SEARCHSHOP_LOCATION,Show Location
UI_SEARCHSHOP_MESSAGE,Message Seller
UI_SEARCHSHOP_TELEPORT,Teleport %d / %d
UI_PURCHASE_INAPP_NOTICE,Notice
UI_PURCHASE_INAPP_PURCHASE,Purchase
UI_PURCHASE_INAPP_SELECT,Please select the offer to purchase
UI_PURCHASE_INAPP_EMPTY,There are currently no offers available
UI_PURCHASE_INAPP_OFFER_DESC_WCN_FU_FCOIN_500_AOS,Offer summary:\n    #cffc32f07#b500 fCoins#nb#nc
UI_PURCHASE_INAPP_OFFER_DESC_WCN_FU_FCOIN_1000_AOS,"Buy this offer and get #b#u50 fCoins#nu#nb for free!\n\nOffer summary:\n    #cffc32f07#b1,000 fCoins#nb#nc\n    +50 Free"
UI_PURCHASE_INAPP_OFFER_DESC_WCN_FU_FCOIN_2000_AOS,"Buy this offer and get #b#u150 fCoins#nu#nb for free!\n\nOffer summary:\n    #cffc32f07#b2,000 fCoins#nb#nc\n    +150 Free"
UI_PURCHASE_INAPP_OFFER_DESC_WCN_FU_FCOIN_3000_AOS,"Buy this offer and get #b#u300 fCoins#nu#nb for free!\n\nOffer summary:\n    #cffc32f07#b3,000 fCoins#nb#nc\n    +300 Free"
UI_PURCHASE_INAPP_OFFER_DESC_WCN_FU_FCOIN_5000_AOS,"Buy this offer and get #b#u625 fCoins#nu#nb for free!\n\nOffer summary:\n    #cffc32f07#b5,000 fCoins#nb#nc\n    +625 Free"
UI_PURCHASE_INAPP_OFFER_DESC_WCN_FU_FCOIN_10000_AOS,"Buy this offer and get #b#u1500 fCoins#nu#nb for free!\n\nOffer summary:\n    #cffc32f07#b10,000 fCoins#nb#nc\n    +1,500 Free"
UI_EVENT_HALLOWEEN_2024,Halloween Pumpkin Hunt
UI_PUMPKIN_HUNT,Halloween Pumpkin Hunt
UI_PUMPKIN_HUNT_REWARD_TITLE,Completion Reward
UI_PUMPKIN_HUNT_DESC,Pumpkins Destroyed
UI_SEARCHSHOP_PLAYERNAME,Player Name
UI_PVPCONTEST_MANUALMATCH_TITLE,PVP Manual Match
UI_PVPCONTEST_MANUALMATCH_PLAYERNAME,Name
UI_PVPCONTEST_MANUALMATCH_INVITE1,Invite to Team 1
UI_PVPCONTEST_MANUALMATCH_INVITE2,Invite to Team 2
UI_PVPCONTEST_MANUALMATCH_INVITE3,Invite to Observers
UI_PVPCONTEST_MANUALMATCH_START,Start Match
UI_PVPCONTEST_MANUALMATCH_TEAM1,Team 1
UI_PVPCONTEST_MANUALMATCH_TEAM2,Team 2
UI_PVPCONTEST_MANUALMATCH_OBSERVERS,Observers
UI_PVPCONTEST_MANUALMATCH_READY,Ready
UI_BATTLEPASS_BONUS,Bonus
UI_MATOURNAMENT_RANKING_POINTS_TOOLTIP,Points
UI_MATOURNAMENT_RANKING_RANK,Rank
UI_MATOURNAMENT_RANKING_TEAMNAME,Team Name
UI_MATOURNAMENT_RANKING_BACKUP_POINTS_TOOLTIP,Lives
UI_MATOURNAMENT_TYPE_PRELIMINARY,Preliminary
UI_MATOURNAMENT_TYPE_BACKUP,Backup Match
UI_MATOURNAMENT_TYPE_FINAL16,Round of 16
UI_MATOURNAMENT_TYPE_QUATERFINAL,Quater Final
UI_MATOURNAMENT_TYPE_SEMIFINAL,Semi Final
UI_MATOURNAMENT_TYPE_THIRDPLACE,Third Place
UI_MATOURNAMENT_TYPE_FINAL,Final
UI_MATOURNAMENT_MATCH_RESULT_WIN,Win
UI_MATOURNAMENT_MATCH_RESULT_LOSE,Lose
UI_MATOURNAMENT_MATCH_RESULT_DRAW,Draw
UI_MATOURNAMENT_MATCH_RESULT_NORECORD,You do not have a record for this day.
UI_MATOURNAMENT_DAILY_RESULT_TYPE,Type : %s
UI_MATOURNAMENT_DAILY_RESULT_OTHERTEAM,Other Team : %s
UI_MATOURNAMENT_DAILY_RESULT_PLAYTIME,Play Time : %s
UI_MATOURNAMENT_DAILY_RESULT_RESULT,Result : %s
UI_MATOURNAMENT_CALENDAR_TODAY,(Today)
UI_MATOURNAMENT_WEEK_RESULT_NONE,NONE
UI_MATOURNAMENT_WEEK_RESULT_REGISTRATION,REG
UI_MATOURNAMENT_WEEK_RESULT_PRELIMINARY,PRE
UI_MATOURNAMENT_WEEK_RESULT_FINAL16,FINAL 16
UI_MATOURNAMENT_WEEK_RESULT_QUATERFINAL,FINAL 8
UI_MATOURNAMENT_TITLE,Madrigal Tournament Registrations Board
UI_MATOURNAMENT_REGISTRATIONCOST,Registration cost:
UI_MATOURNAMENT_MAXPARTICIPATINGPLAYERS,Max participating players: 
UI_MATOURNAMENT_REGISTEREDGUILDS,Registered Guilds (Count: %d)
UI_MATOURNAMENT_REGISTER,Register
UI_MATOURNAMENT_INFO,"Get a chance to win great riches in a Madrigal Tournament!\nJoin the tournament as an individual or as a party. For party battles, you can apply as a party of up to 3 players.Available registration time is every Monday through %s from 00:00:00 to %s."
UI_MATOURNAMENT_REGISTEREDTEAMS,Registered Teams: (Count: %d)
UI_MATOURNAMENT_JOINWAR_RANDOM,Random
UI_MATOURNAMENT_JOINWAR_TITLE,Resurrection Location
UI_MATOURNAMENT_JOINWAR_1_TIP,You have entered the 1st area.
UI_MATOURNAMENT_JOINWAR_2_TIP,You have entered the 2nd area.
UI_MATOURNAMENT_JOINWAR_3_TIP,You have entered the 3rd area.
UI_MATOURNAMENT_JOINWAR_4_TIP,You have entered the 4th area.
UI_MATOURNAMENT_JOINWAR_SELECT,Select the area you wish to enter.
UI_MATOURNAMENT_JOINWAR_MSG,"After % d, you enter% s."
UI_MATOURNAMENT_RANKING_TITLE,Madrigal Tournament Contest Ranking
UI_MATOURNAMENT_RANKING_RANKING,Top 50 Ranking
UI_MATOURNAMENT_RANKING_FINALTOURNAMENT,Final Tournament
UI_MATOURNAMENT_RANKING_BACKUP,Backup Match
UI_MATOURNAMENT_RANKING_CALENDAR,Calendar
UI_MATOURNAMENT_RANKING_DESC,"This contains all the ranking data for the current Madrigal Tournament.\nIf only one team has showed up in the preliminary's ranking, then that means it had no opponent!"
UI_MATOURNAMENT_REWARD_RANK,Rank
UI_MATOURNAMENT_REWARD_REWARD,Reward
UI_MATOURNAMENT_REWARD_GRADE_QUARTERFINAL,Quarter Finals
UI_MATOURNAMENT_REWARD_GRADE_FINAL16,Round of 16
UI_MATOURNAMENT_REWARD_GRADE_PARTICIPATION,Participation
UI_MATOURNAMENT_REWARD_TITLE,Madrigal Tournament Reward
UI_MATOURNAMENT_REGISTRATION_MINLEVEL,Min Player Lv.
UI_MSGBOX_RECIEVE,Receive
UI_MATOURNAMENT_RANKING_CALENDAR_INFO,"This window contains information about your Madrigal Tournament matches and participation history. You can see information for the last four weeks, including the current week.\nYou can click on a date to see details about that day's battles."
UI_MATOURNAMENT_RANKING_TOP50_INFO,"This window contains information about Madrigal Tournament's Matches and Rankings.\nIf only one team is listed in the qualifiers, it means that they will be forfeited due to lack of opponents."
UI_MATOURNAMENT_RANKING_TOURNAMENT_INFO,"This window contains information about Madrigal Tournament Matches and Rankings. If only one team is listed in the qualifiers, it means that they will be forfeited due to lack of opponents."
UI_MATOURNAMENT_BETTING_TITLE,Madrigal Tournament Bidding
UI_MATOURNAMENT_BETTING_DESC,"You can bid and view the bidding ranking for the Madrigal Tournament.\nYou can only bid on one team but you can add additional Penyas to bid if you wish.\nBids will close on %s %s, and will show the amount you will receive when your bidding is successful."
UI_MATOURNAMENT_BETTING_RANK,Rank
UI_MATOURNAMENT_BETTING_GOLD,Penya
UI_MATOURNAMENT_BETTING_DATE,Last Date
UI_MATOURNAMENT_BETTING_WARNING,Are you sure you want to bet on this team?
UI_MATOURNAMENT_BETTING_BETTINGGOLD,Betting Penya
UI_MATOURNAMENT_BETTING_NOREWARD,None
UI_ULTIMATE_JEWEL_REMOVE_TITLE,Remove Ultimate Jewel
UI_ULTIMATE_JEWEL_REMOVE_OK,Remove
UI_ULTIMATE_JEWEL_REMOVE_MSG,"Remove the selected ultimate jewel from this item? #b#cffff0000Without Jewel Tweezers, the jewel will be destroyed.#nc#nb"
UI_ULTIMATE_JEWEL_COMPOSE_TITLE,Fuse Ultimate Jewel
UI_ULTIMATE_JEWEL_REGISTER,Register ultimate jewel material gem.
UI_ULTIMATE_JEWEL_INFO,Fuse 3 - 6 ultimate jewels to receive 1 higher grade ultimate jewel.
UI_ULTIMATE_JEWEL_CONFIRM,"If you fuse the gems, the gems used as materials disappear.\nDo you want to continue?"
UI_ULTIMATE_JEWEL_COMPOSE_PROB,Success: #b%s#nb
UI_ULTIMATE_JEWEL_UPGRADE_TITLE,Create Ultimate Jewel
UI_UPGRADE_ULTIMATE_JEWEL_REGISTER,Register material jewel
UI_UPGRADE_ULTIMATE_JEWEL_INFO,Create 10 jewel pieces or 1 gemstone to receive a first-grade complete jewel.
UI_COUPLE_PROPOSAL,Couple Proposal
UI_COUPLE_PROPOSAL_TEXT,%s is proposing to you! Would you like to accept their proposal request and become a couple?
UI_COUPLE_RING_REPLACE,Ring Replacement
UI_COUPLE_RING_REPLACE_TEXT,Your partner is proposing to change the ring to the following ring. Do you accept?
UI_COUPLE_PARTNER_OFFLINE,Your partner must be online.
UI_COUPLE_BREAKUP_DEADLINE,Break up response deadline: %s
UI_COUPLE_BREAKUP_NOTI,Break up notification time: %s
UI_COUPLE_NEXTEXP_TIME,Time until passive experience: %s
UI_COUPLE_NEXTEXP_OFFLINE,No passive experience (offline)
UI_COUPLE_BREAKUP,Break Up
UI_COUPLE_BREAKUP_FORCE,Break Up(F)
UI_COUPLE_TELEPORT,Teleport
UI_COUPLE_TELEPORT_TEXT,Teleport to your partner's location? Teleportation is not possible if your partner is in an inaccessible area.
UI_COUPLE_CHEER,Cheer
UI_COUPLE_FORM_DATE,Formation Date
UI_COUPLE_STORAGE_AVAIL,Available Storage Slots
UI_COUPLE_MAX_TELEPORTS,Maximum Daily Teleports
UI_COUPLE_MAX_CHEERS,Maximum Daily Cheers
UI_COUPLE_MAX_POINTS,Maximum Skill Points
UI_COUPLE_TOTAL_QUESTS,Total Quests Completed
UI_COUPLE_SINGLE,You are single.
UI_COUPLE_TABPARTNER,Partner
UI_COUPLE_BREAKUP_TEXT,"Are you sure you want to request a break up from your partner? If you break up, you will immediately lose all items in your couple storage, and couple functions will no longer be available."
UI_COUPLE_BREAKUP_FORCE_TEXT,"Are you sure you want to immediately force a break up with your partner? If you break up, you will immediately lose all items in your couple storage, and couple functions will no longer be available."
UI_COUPLE_BREAKUP_NOTIFY,"Your partner has requested a break up. If accepted you will immediately lose all items in your couple storage and will no longer be a couple, losing any couple functionality. Do you accept?"
UI_COUPLE_PROPOSE,Propose
UI_COUPLE_PROPOSE_INFO,Request to form a couple with the recipient using the inserted couple ring.
UI_TOOLTIP_COUPLE_LEVEL,Required Couple Level: %d
UI_TOOLTIP_COUPLE_POINTS,Required Couple Points: %d
UI_COUPLEBANK_TITLE,Couple Storage
UI_ULTIMATE_JEWEL_TOPAZ,Topaz
UI_ULTIMATE_JEWEL_RUBY,Ruby
UI_ULTIMATE_JEWEL_SAPPHIRE,Sapphire
UI_ULTIMATE_JEWEL_EMERALD,Emerald
UI_ULTIMATE_JEWEL_DIAMOND,Diamond
UI_ULTIMATE_JEWEL_AMETHYST,Amethyst
UI_ULTIMATE_JEWEL_ONYX,Onyx
UI_RAINBOW_ULTIMATE_JEWEL_COMPOSE_TITLE,Compose Rainbow Ultimate Jewel
UI_RAINBOW_ULTIMATE_JEWEL_INFO,You can use all seven jewels of the same grade to get rainbow jewel of the same grade.
UI_RAINBOW_ULITMATE_JEWEL_DISMANTLE_TITLE,Dismantle Rainbow Jewel
UI_RAINBOW_ULTIMATE_JEWEL_DISMANTLE_INFO,You can dismantle the Rainbow Jewel to get Ultimate Jewel.
UI_RAINBOW_ULTIMATE_JEWEL_DISMANTLE_NOTICE,"If you fail, you will lose your item."
UI_HOUSINGWARDROBE_INFO,Your wardrobe items can only be worn by #bone#nb NPC at a time.
UI_HOUSINGWARDROBE_CONFIRM,Equip
UI_HOUSINGWARDROBE_CONFIRMMESSAGE,This will make the selected NPC wear the chosen costume item. Only one NPC at a time can wear the same costume item. Do you want to proceed?
UI_HOUSINGWARDROBE_USEDBY,Used by %s
UI_HOUSINGWARDROBE_UNEQUIP,Unequip
UI_HOUSINGWARDROBE_MSGBOX_TITLE,Unequip that item?
UI_HOUSINGWARDROBE_MSGBOX_CONFIRM,Are you sure you want to unequip that item from your NPC?
UI_HOUSINGSETUP_PETS,Pets
UI_HOUSING_PETTRAINING_INFO,"You can train a Raised Pet that you've placed in 'Housing' by entrusting it to a specialized Caretaker. Each caretaker NPC has different feeding schedules and intervals.\n\nOnce you've selected the Raised Pet you wish to entrust to the Caretaker, #beither by double-clicking or drag-and-drop#nb, simply press the 'Done' button to initiate the Caretaker's training.\n\n#cffff0000If you decide to change the Raised Pet, the next feeding schedule will be reset. Furthermore, if the contract with the caretaker expires, the training for the Raised Pet will also come to an end.#nc"
UI_PETTRAINING_PET,Pet to train
UI_PETTRAINING_CANDY,Pet Candy
UI_PETTRAINING_INTERVALS,Feeding Intervals
UI_PETTRAINING_CONFIRM,#bThe pet in the window will be unusable until you remove it from training.#nb Do you want to continue? #b#cffff0000Note: You will get your pet back if you stop the training. #nb#nc
UI_PETTRAINING_TOTALTRAINING,Total Training Time
UI_PETTRAINING_CLAIM,Claim
UI_PETTRAINING_NEXTCANDY,Next Candy in
UI_PETTRAINING_CANCELTRAINING_HOUSING,You are about to cancel pet training. The trained pet will be returned to your house inventory with its current progress!
UI_PETTRAINING_CANCELTRAINING,You are about to cancel the pet training. The trained pet will be returned to your inventory with its current progress!
UI_PETTRAINING_INFO,"You can train a Raised Pet that you've got in your inventory. Each caretaker NPC has different feeding schedules and intervals.\n\nOnce you've selected the Raised Pet you wish to entrust to the Caretaker, #beither by double-clicking or drag-and-drop#nb, simply press the 'Done' button to initiate the Caretaker's training.\n\n#cffff0000If you decide to change the Raised Pet, the next feeding schedule will be reset.#nc"
UI_COUPLE_RING_TP,Teleports: %d
UI_COUPLE_RING_CHEER,Cheers: %d
UI_COUPLE_RING_SLOTS,Storage slots: %d
UI_COUPLE_MOTION_TITLE,Couple Motion
UI_COUPLE_MOTION_REQUEST,Your partner is requesting the %s motion. Do you accept?
UI_APP_LIFE_TIP,Opens life contents window.
UI_LIFE_GATHERING_TAB,Gathering
UI_LIFE_PRODUCTION_TAB,Production
UI_LIFE_TITLE,Life
UI_LIFE_MASTERY_EFFECT,Mastery Effect
UI_LIFE_IDENTIFIED_HARVESTING,Identified Harvesting
UI_LIFE_HARVESTING_INFORMATION,Harvesting Information
UI_LIFE_EXPERTBTN,Set as an Expert
UI_LIFE_MASTERY_EFFECT_DESC,"Gathering Success Rate +%d%%\nGathering Great Success Rate +%d%%\n%sIf less than 100 Mastery is obtained, 10%% mastery is decreased on Monday 00:00(Expert) Gathering Great Success Rate +10%%#nc"
UI_LIFE_MASTERY,Mastery
UI_LIFE_EXPERT_TIME,Time to change Expert : %s
UI_REPAIR_TITLE,Repair
UI_REPAIR_DESC_DEFAULT,Do you wish to repair %s?\n(%s)
UI_REPAIR_DESC_PERCENT,Do you wish to repair %s?\n(%s%%)
UI_LIFE_FISHING_MINIGAME,Minigame
UI_LIFE_FISHING_SKIP_MINIGAME,Skip Minigame
UI_LIFE_FISHING_SKIP_MINIGAME_AUTO,Skip Minigame automatically
UI_LIFE_FISHING_SKIP_MINIGAME_INFORMATION,"If you skip the minigame, you can't get the buffs for increasing your fishing success to date. Are you sure you want to skip the minigame?"
UI_LIFE_FISHING_BAIT_SELECTION,Bait Selection
UI_LIFE_FISHING_BAIT_SELECTION_INFORMATION,Select the bait you want to use for fishing. The bait you use will change the rarity of fish you can get. 
UI_QUEST_GATHERING_HERB,Gathering herb. #cffc32f07#b%d/%d#nb#nc
UI_LIFE_FISHING_GUESS,Guess which bait the fish will take.
UI_LIFE_FISHING_SUCCESS_RATE_INCREASE,Fishing success %% goes up when you win.\n(Current success rate %.1f%%)
UI_SEC,%d sec
UI_CONFIRM,Confirm
UI_LIFE_FISHING_TIME,Fishing Time:
UI_LIFE_FISHING_NUMBEROF_ATTEMPTS,Number of attempts:
UI_LIFE_FISHING_NUMBEROF_FISH_CAUGHT,Number of fish caught:
UI_LIFE_FISHING_NUMBEROF_LARGEFISH_CAUGHT,Number of trophy fish caught:
UI_LIFE_FISHING_SUCCESS_RATE,Success rate:
UI_LIFE_FISHING_TIME_FORMAT,%d hrs %d min %d sec
UI_TIMES,%d time(s)
UI_LIFE_FISHING_STATUS,Fishing Status
UI_WAITING,Waiting
UI_LIFE_RECIPEBTN,See related recipes
UI_LIFE_RECIPES,Recipes
UI_LIFE_RECIPES_CATEGORY,Category
UI_LIFE_RECIPES_DETAILS,Details
UI_LIFE_RECIPES_NOSELECTED,No recipe selected
UI_LIFE_RECIPES_TEXT_INFO,Required Mastery: %d\nRequired Title: [%s]\nRequired\nIngredients:
UI_LIFE_RECIPES_TEXT_INFO_NOTITLE,Required Mastery: %d\nRequired Title: \nRequired\nIngredients:
UI_LIFE_PRODUCTION_TITLE,Production
UI_LIFE_PRODUCTION_SUCCESS_RATE,Success rate
UI_LIFE_PRODUCTION_TIME,Production time per cycle
UI_LIFE_PRODUCTION_REQUIREMENTS,Required Mastery: %d\nRequired Title: [%s]
UI_LIFE_PRODUCTION_REQUIREMENTS_NOTITLE,Required Mastery: %d\nRequired Title: 
UI_LIFE_RECIPE_CATEGORY_0,Ingredient
UI_LIFE_RECIPE_CATEGORY_1,Drink
UI_LIFE_RECIPE_CATEGORY_2,Pill
UI_ALL,All
UI_LIFE_PRODUCTION_INFORMATION,"Add material items to produce. If no recipe is selected, a hidden recipe will be attempted. When producing randomly, only one production attempt will be made."
UI_LIFE_PRODUCTION_PROGRESS_INFORMATION,Production is currently in progress.
UI_LIFE_PRODUCTION_PROGRESS_REMAINING,Remaining Time
UI_LIFE_PRODUCTION_DUTAION_REDUCTION,Item is used immediately.
UI_LIFE_MASTERY_ORDINALY_HERB,Herb that you can see anywhere. You can obtain Common Herbs.
UI_LIFE_MASTERY_REGULAR_HERB,Regular looking herb. You can obtain Common-Uncommon Herbs.
