Key,English,Polish
UI_APP_BOT_TIP,Bot Simulation,Symulacja Bota
UI_TOOLTIP_DST_EXP,Monster Exp,Doświadczenie za potwora
UI_TOOLTIP_DST_ITEM_DROPRATE,Item Drop Rate,Współczynnik wypadania przedmiotów
UI_TOOLTIP_DST_AUTO_RECOVERY_FP,Auto Attack FP Recovery,Regeneracja FP po ataku
UI_TOOLTIP_DST_AUTOHP,HP Recovery %d%% Below %d%%,Regeneracja HP %d%% poniżej %d%%
UI_OPTION_MYNAME,My Name,Moja nazwa
UI_OPTION_OTHERNAME,Others Name,Nazwy innych graczy
UI_OPTION_NPCNAME,NPCs Name,Nazwy bohaterów niezależnych
UI_TOOLTIP_DST_RECOVERY_EXP,Exp Lost,Utracone doświadczenie
UI_GUILD_NAME_COLOR,Guild Name Color,Kolor nazwy gildii 
UI_TOOLTIP_DST_SPIRIT_STRIKE,Spirit Strike,Duchowe Uderzenie
UI_TOOLTIP_DST_STEAL_FP_DMG,Steal FP,Kradzież FP
UI_OPTION_PROVISIONAL_HP,HP Bar Damage History,Historia Obrażeń
UI_TOOLTIP_DST_SKILL_AWAKE,%s Damage+%d%%,%s Obrażenia+%d%%
UI_LEVELDOWN_CANCEL_TITLE,Remove Level Reduction,Anuluj Redukcję
UI_MSGBOX_CONFIRM,Confirm,Potwierdź
UI_CHANGECHAR_TITLE,Change Character,Zmień postać
UI_CHANGECHAR_MSG,Select character and channel:,Zaznacz postać oraz kanał
UI_CHARINFO_EXPRATE,Exp Rate,Współczynnik doświadczenia
UI_CHARINFO_EXPRATE_TIP,Your personal Exp rate. Does not include server and event rates.,Twoja osobista szybkość zdobywania doświadczenia. Nie wlicza bonusów eventowych.
UI_TOOLTIP_ITEM_BINDING,Binding,Wiązanie
UI_TOOLTIP_ITEM_BINDING_DESC,This material makes the target item Soul-Bound.,Ten przedmiot przywiązuje przedmiot do postaci.
UI_BINDING_NOTICE,#cffff0000This operation will bind the item to your character. You can cancel with a Scroll of Unbinding.#nc,#cffff0000Ta operacja przywiąże przedmiot do twojej postaci. Możesz go odwiązać za pomocą Zwoju Odwiazania.#nc
UI_BINDING_MESSAGE,This item is now bound to your character.,Ten przedmiot jest teraz związany z twoją postacią.
UI_TOOLTIP_ITEM_BOUND,[Soul-Bound],[Związany-Duszą]
UI_TOOLTIP_ITEM_BOUND_DESC,Can be unbound.,Może być rozwiązany.
UI_BINDING_TITLE,Binding,Wiązanie
UI_BINDING_CONFIRM,Do you want to continue?,Czy chcesz kontynuować?
UI_UNBINDING_TITLE,Unbinding,Odwiązanie
UI_UNBINDING_MSG_TITLE,Confirm Unbinding,Potwierdź rozwiązanie.
UI_UNBINDING_MSG,Do you confirm the removal of #ball item improvements#nb to unbind the item?,Do you confirm the removal of #ball item improvements#nb to unbind the item?
UI_UNBINDING_LABEL,Place an item in the slot below:,Umieść przedmiot w miejscu niżej:
UI_ELEMENT_CHANGE_SLOT,Place an item here to change it's elemental attribute.,Umieść przedmiot tutaj aby zmienić jego żywioł.
UI_ELEMENT_CHANGE_TIP,Change to %s Element,Zmień na %s żywioł
UI_EXPSTOP_RELOAD,Reload,Przeładuj
UI_EXPSTOP_BTN,Lock Exp,Zablokuj doświadczenie
UI_EXPSTOP_BTN_TIP,Stop gaining experience from killed monsters. You still get experience from quests.,Przestaje zyskiwać doświadczenie za zabite stwory. Wciąż zyskuje doświadczenie z zadań.
UI_EXPSTOP_RELOAD_TITLE,Exp Lock Reload,Odśwież Blokadę Dośw.
UI_EXPSTOP_RELOAD_MSG,"You can stop gaining experience, the price is #b%d Penya#nb per monster killed to reload the gauge. How many monsters do you want to kill?","Możesz zatrzymać otrzymywanie doświadczenia, cena wynosi #b%d Penya za potwora. Ile potworów chcesz zabić?"
UI_EXPSTOP_RELOAD_LABEL,Monsters:,Potwory:
UI_EXPSTOP_RELOAD_CONFIRM,Will you pay %s Penya to reload the Exp Lock gauge?,Czy chcesz zapłacić %s Penya aby odświeżyć pasek blokady doświadczenia?
UI_ARENA_RANKING_TITLE,Arena Ranking,Ranking Areny
UI_ARENA_RANKING_NAME,Name,Nazwa
UI_ARENA_RANKING_LEVEL,Level,Poziom
UI_ARENA_RANKING_JOB,Job,Klasa
UI_ARENA_RANKING_KILLS,Kills,Zabić
UI_ARENA_RANKING_DEATHS,Deaths,Śmierci
UI_ARENA_RANKING_RATIO,Ratio,Stosunek
UI_ARENA_RANKING_DIFF,Difference,Różnica
UI_ARENA_RANKING_PERFECT,Perfect,Doskonały
UI_ARENA_RANKING_LASTUPDATE,Last update:,Ostatnia aktualizacja:
UI_ARENA_RANKING_RANK,Your rank:,Twoja ranga:
UI_ARENA_RANKING_NORANK,not ranked,brak rangi
UI_ARENA_REWARD_TITLE,Arena Reward,Nagrody Areny
UI_ARENA_REWARD_DESCHDR,Description,Opis
UI_ARENA_REWARD_DESC,Fight other players in the arena and win in order to move up in the ranking.\nThe ranking will reset each week and the players at the top will earn rewards.,"Walcz z innymi graczami na arenie żeby pnąć się w rankingu.\nRanking resetuje się co tydzień, a najlepsi gracze otrzymują nagrody."
UI_ARENA_REWARD_PRIZEHDR,Prize Details,Szczegóły Nagrody
UI_ARENA_REWARD_RESETHDR,Next reset,Następny reset
UI_PARTY_MINLEVEL,Min Level,Min. Poziom
UI_PARTY_MINLEVEL_TIP,Minimum party member level required to receive experience.,Minimalny poziom członka drużyny wymagany do zdobycia doświadczenia.
UI_PARTY_MINLEVEL_VAL_M,%d #i(Affected by master player)#ni,%d #i(Affected by master player)#ni
UI_PARTY_EXPBONUS,Exp Bonus,Bonus doświadczenia
UI_PARTY_EXPBONUS_TIP,"Experience Bonus that you get with the Party. Active members are those who participate in the current combat. Contribution includes attacking, healing and tanking.","Dodatkowe doświadczenie które otrzymujesz z drużyną. Aktywni członkowie to tacy którzy uczestniczą w walce. Zalicza się do tego atakowanie, leczenie i przyjmowanie na siebie obrażeń."
UI_PARTY_EXPBONUS_ACTIVE,x Active,x Aktywny
UI_TOOLTIP_BLESSING_WARNING,Blessed items cannot be dropped or traded.,Błogosławionymi przedmiotami nie można handlować oraz nie można ich wyrzucać.
UI_TOOLTIP_BLESSING,Goddess Blessing,Goddess Blessing
UI_OPTION_ONECLICKATTACK,Single Click to Attack,Atak jednym kliknięciem
UI_GEM_CREATE,Extract,Extract
UI_COMBATPOWER_RANKING_TITLE,Combat Power Ranking,Ranking Mocy Bojowej
UI_ACHIEVEMENT_REMAINING,Remaining: %d / %d,Pozostało: %d / %d
UI_ACHIEVEMENT_SOLDOUT,Sold out,Rozdane
UI_SHININGDICE_UPGRADE,Power Dice 4/6/12,Kostka Mocy 4/6/12
UI_SHININGDICE_PIERCING,Power Dice 8/10,Kostka Mocy 8/10
UI_CRAFTPETCANDY_MAT,Harvested Berry,Harvested Berry
UI_CRAFTPETCANDY_CANDY,Pet Candy,Pet Candy
UI_SHININGDICE_BINDING,#cffff0000The resulting Shining Power Dice will be Binding as well.#nc,#cffff0000The resulting Shining Power Dice will be Binding as well.#nc
UI_TOOLTIP_DURATION,Duration:,Czas trwania:
UI_TOOLTIP_DURATION_ONLINE,(Online),(Online)
UI_TOOLTIP_DURATION_OFFLINE,(Offline counted),(Liczy czas offline)
UI_TOOLTIP_DURATION_EQUIP,(After first use),(Po pierwszym użyciu)
UI_TOOLTIP_DURATION_VENDOR,Shop Time:,Czas sklepu:
UI_TOOLTIP_VISUAL_CLOAK,Can be worn over another cloak.,Może być noszony na pelerynie.
UI_MESSAGE_ADMINCLIENT,Only Game Masters can login. Please use the public client to play.,Tylko Mistrzowie Gry mogą się zalogować. Proszę użyć publicznego klienta aby zagrać.
UI_CONVERTWEAP_WEAPON,Weapon,Broń
UI_CONVERTWEAP_WEAPON_TIP,Place a General Weapon in the window to upgrade it to a Unique Weapon.,Włóż zwykłą broń do okienka aby ulepszyć ją do unikalnej broni.
UI_CONVERTWEAP_DICE,Shining Power Dice,Świecąca kość mocy
UI_CONVERTWEAP_DICE_TIP,You need to use a Shining Power Dice.,Potrzebujesz użyć Świecącej kości mocy.
UI_CONVERTWEAP_GEM,Jewel,Klejnot
UI_CONVERTWEAP_GEM_TIP,Please use the correct Jewels.,"Proszę, użyj poprawnych Klejnotów"
UI_TRANSMUTE_TITLE,Wardrobe,Wardrobe
UI_TRANSMUTE_DESTROY,"This procedure will make your item account-linked, only removable with a Revert Transmutation Scroll. Are you sure you want to continue?","This procedure will make your item account-linked, only removable with a Revert Transmutation Scroll. Are you sure you want to continue?"
UI_TRANSMUTE_PRIMARY,Primary Item,Primary Item
UI_TRANSMUTE_HEADER,You have #b%d#nb Wardrobe items.,You have #b%d#nb Wardrobe items.
UI_TRANSMUTE_INFO,Add more items to your wardrobe by using \na #bScroll of Transmutation#nb on an item.,Add more items to your wardrobe by using \na #bScroll of Transmutation#nb on an item.
UI_TRANSMUTE_OUTPUT,Output,Output
UI_TRANSMUTE_PRIMARY_TIP,Place an item to add a visual transmutation to.,Place an item to add a visual transmutation to.
UI_TRANSMUTE_SACRIFICE_TIP,Place an item to sacrifice for the appearance.,Place an item to sacrifice for the appearance.
UI_TELEPORT_BTN,Let's go!,Zaczynajmy!
UI_TELEPORT_WHERE,Where do you want to go?,Gdzie chcesz się udać?
UI_CASHSHOP_BONUS,Bonus,Bonus
UI_CASHSHOP_TOTAL,Total,Ogółem
UI_CASHSHOP_FRAME_TITLE,Top-Up,Doładuj
UI_CASHSHOP_MINIMIZE,Minimize,Minimalizuj
UI_GACHA_DESC_SELECT,Please select which item you want to receive and then press Open. You can only receive #bone item#nb.,Wybierz który przedmiot chcesz otrzymać i kliknij Otworz. Możesz otrzymać tylko #bjeden przedmiot#nb.
UI_CASHSHOP_CASHBACK_DESC,#b[Server Group Purchase Event]#nb\nYou will get back a % of the fCoins spent on this product depending on how many products have been purchased on this server during the event period! Check our website for more information.,#b[Zbiorowy zakup]#nb\nOtrzymasz z powrotem % z wydanych fCoinów w zależności  od tego ile przedmiotów zostało sprzedanych na serwerze podczas wydarzenia. Sprawdź naszą stronę internetową po więcej informacji.
UI_CASHSHOP_CASHBACK_CURRENT,Server Purchases: %d = #b%d%% fCoins Back#nb,Ilość zakupionych: %d = #b%d%% zwróconych fCoinów#nb
UI_CASHSHOP_CASHBACK_STEP,%d purchases: %d%% fCoins Back,%d zakupionych: %d%% zwróconych fCoinów
UI_TOOLTIP_DST_BLEED_POISON_RESIST,Bleed & Poison Resist,Odporność na zatrucie i krwawienie
UI_COMBATPOWER_RANKING_PRIZE,Highest ranked players per job will receive exclusive prizes! Check our website for more information.,Highest ranked players per job will receive exclusive prizes! Check our website for more information.
UI_GIANTHUNT_RANKING_TITLE,Giant Hunt Ranking,Giant Hunt Ranking
UI_GIANTHUNT_RANKING_PRIZE,Highest ranked players will receive exclusive prizes! Check our website for more information.\n\nYour hunting point: #b%d#nb,Highest ranked players will receive exclusive prizes! Check our website for more information.\n\nYour hunting point: #b%d#nb
UI_GIANTHUNT_RANKING_POS,(Top %d%%),(Top %d%%)
UI_GIANT_HUNT_POINT,Hunting point,Punkty łowieckie
UI_PURCHASE_EVENT_DESC,Receive rewards after spending specific #bfCoins#nb amount goals in the Cash Shop! Amount and rewards are counted per character.,Receive rewards after spending specific #bfCoins#nb amount goals in the Cash Shop! Amount and rewards are counted per character.
UI_PURCHASE_EVENT_TIME,End of the Event Period:,Czas do zakończenia wydarzenia:
UI_CASHSHOP_CURRENCY,fCoins,fCoiny
UI_PURCHASE_EVENT_MEMBERS,Guild Members,Członkowie gildii
UI_PURCHASE_EVENT_COMPLETED,This purchase event has been completed!,To wydarzenie zostało zakończone!
UI_PURCHASE_EVENT_GUILD,#bAll Guild Members#nb receive rewards after some members spent specific #bfCoins#nb amount goals in the Cash Shop!,#bAll Guild Members#nb receive rewards after some members spent specific #bfCoins#nb amount goals in the Cash Shop!
UI_TOOLTIP_NEW_UPGRADE_EFFECT,This weapon has alternative upgrade effects.,Ta broń posiada alternatywne efekty ulepszenia.
UI_CAPTCHA_TITLE,Challenge,Wyzwanie
UI_CAPTCHA_DESC,Please complete the following captcha. We use challenges to provide a fair game to all our players by preventing bots and cheats.,"Prosimy o wykonanie prostego testu captcha. Wykorzystujemy wyzwania, aby zapewnić uczciwą grę wszystkim naszym graczom, zapobiegając botom i oszustwom."
UI_OTP_TITLE,Two Factor Auth,Uwierzytelnienie dwuskładnikowe
UI_OTP_MSG,Please enter the 6-digits code from your Two Factor Auth App.,Proszę wpisać 6-cyfrowy kod z twojej aplikacji do dwuskładnikowego uwierzytelniania.
UI_OTP_CODE,Code:,Kod:
UI_CHARINFO_LINK,Link Account,Połącz konta
UI_KEEPTIMEEQUIP_CONFIRM,The item will be limited in time after the first use and cannot be traded anymore. Do you confirm?,Po użyciu ten przedmiot będzie dostępny przez określony czas i nie będzie mógł zostać wymieniony. Na pewno chcesz go użyć?
UI_TOOLTIP_PICKUPSPEED,Loot Speed:,Prędkość łupowania:
UI_LINKACCOUNT,You will lose your character if you clear your cookies. Register now to always access your character and unlock all game features?,"Stracisz swoją postać, jeśli wyczyścisz pliki cookie. Zarejestruj się teraz, aby zawsze mieć dostęp do swojej postaci i odblokować wszystkie funkcje gry."
UI_TOOLTIP_EXPIRED,This item has expired.,Przedmiot wygasł.
UI_CHAT_NOTALK,Mute,Mute
UI_CHAT_TALK,Unmute,Unmute
UI_CHAT_IGNORE,Ignore,Ignoruj
UI_CHAT_UNIGNORE,Unignore,Przestań ignorować
UI_SELECTSERVER_US,America,Ameryka
UI_SELECTSERVER_EU,Europe,Europa
UI_SELECTSERVER_ASIA,Asia,Azja
UI_SELECTSERVER_LABEL,Select your Server and Channel:,Wybierz Serwer i Kanał:
UI_GUILDBANK_BAGS,Bags,Bags
UI_GUILDBANK_BAGS_TIP,Use Guild Extra Bags to expand the Guild Bank.,Use Guild Extra Bags to expand the Guild Bank.
UI_UPGRADECARD_UNSAFE,Without Scroll of EProtect you will lose the item in case of failure.,Without Scroll of EProtect you will lose the item in case of failure.
UI_WORLD_LOCK,Locked,Locked
UI_WORLD_UNLOCK,Unlocked,Unlocked
UI_GUILD_LASTSEEN,Last Seen:,Last Seen:
UI_PET_STAT,Stat,Stat
UI_PET_STAT_NONE,None,None
UI_PET_ENERGY,Energy,Energy
UI_PET_REROLL_CONFIRM,#bThe pet in the window will be destroyed.#nb Do you want to continue?,#bThe pet in the window will be destroyed.#nb Do you want to continue?
UI_PET_TIER,Tier,Tier
UI_PET_USE_SKILL,Grace,Grace
UI_PET_SKILL_TOOLTIP,Use your pet's grace skill. Consumes energy and depletes the progress bar. There is a draggable key in the Motion window.,Use your pet's grace skill. Consumes energy and depletes the progress bar. There is a draggable key in the Motion window.
UI_PET_RESTAT_TITLE,Pet Reroll,Pet Reroll
UI_PET_RESTAT_BUTTON,Reroll,Reroll
UI_PET_RESTAT_DISCARD,Discard,Discard
UI_PET_RESTAT_KEEP,Keep,Keep
UI_PET_RESTAT_CONFIRM_REROLL,Are you sure you want to reroll this tier? The resulting level could be higher or lower than the current level.,Are you sure you want to reroll this tier? The resulting level could be higher or lower than the current level.
UI_PET_RESTAT_CONFIRM_DISCARD,Are you sure you want to discard this result?,Are you sure you want to discard this result?
UI_PET_RESTAT_CONFIRM_KEEP,Are you sure you want to keep this result?,Are you sure you want to keep this result?
UI_TOOLTIP_DST_BLOCK_PENETRATE,Block Penetration,Block Penetration
UI_ITEM_USE_CANDY,How many Pet Candies do you want to use?,How many Pet Candies do you want to use?
UI_NAMEMISSING_TITLE,Name Missing,Name Missing
UI_NAMEMISSING_MSG,Please enter a name for your character.,Please enter a name for your character.
UI_ACCEPTTERMS,I accept the terms.,I accept the terms.
UI_ACCEPTTERMS_READ,Read,Read
UI_ACCEPTTERMS_TITLE,Accept Terms,Accept Terms
UI_ACCEPTTERMS_MSG,Please accept the Terms and Conditions.,Please accept the Terms and Conditions.
UI_APP_BATTLEPASS_TIP,Displays the Battle Pass Menu.,Displays the Battle Pass Menu.
UI_BATTLEPASS_REWARD,Reward,Reward
UI_BATTLEPASS_MISSION,Mission,Mission
UI_BATTLEPASS_DAILY,Daily,Daily
UI_BATTLEPASS_WEEKLY,Weekly,Weekly
UI_BATTLEPASS_SEASON,Season,Season
UI_BATTLEPASS_MISSION_KILLMONSTER,Hunt Monsters Lv.%s+,Hunt Monsters Lv.%s+
UI_BATTLEPASS_MISSION_KILLMONSTER2,Hunt %s,Hunt %s
UI_BATTLEPASS_MISSION_KILLGIANT,Hunt Giant or Violet Monster Lv.%s+,Hunt Giant or Violet Monster Lv.%s+
UI_BATTLEPASS_MISSION_CHEER,Cheer a Player,Cheer a Player
UI_BATTLEPASS_MISSION_COLLECT,Collect on a Catcher Monster,Collect on a Catcher Monster
UI_BATTLEPASS_MISSION_LOGIN,Login Today,Login Today
UI_BATTLEPASS_MISSION_KILLSUPER,Hunt Boss Monster,Hunt Boss Monster
UI_BATTLEPASS_MISSION_SPENDGOLD,Spend Penya,Spend Penya
UI_BATTLEPASS_MISSION_SAFETYSMELT,Try Safe Upgrade,Try Safe Upgrade
UI_BATTLEPASS_MISSION_GUILDCOMBAT,Join Guild Siege,Join Guild Siege
UI_BATTLEPASS_MISSION_DUEL,Do a Duel,Do a Duel
UI_BATTLEPASS_MISSION_GUILDWAR,Do a Guild Duel,Do a Guild Duel
UI_BATTLEPASS_MISSION_ARENA,Kill or Die in the Arena,Kill or Die in the Arena
UI_BATTLEPASS_MISSION_HARVEST,Harvest Berries,Harvest Berries
UI_BATTLEPASS_MISSION_RAISEPET,Raise Pet to %s,Raise Pet to %s
UI_BATTLEPASS_POINTS,Points,Points
UI_BATTLEPASS_PASSGRADE,Pass Grade,Pass Grade
UI_BATTLEPASS_INFO,End of the %s season: #b%s#nb (Server Time)\nPoints limit for this week: #b%d / %d#nb\n#iPoints earned through the Season missions are not included in the weekly limit.#ni\n#iSome rewards are enhanced after reaching level %d#ni,End of the %s season: #b%s#nb (Server Time)\nPoints limit for this week: #b%d / %d#nb\n#iPoints earned through the Season missions are not included in the weekly limit.#ni\n#iSome rewards are enhanced after reaching level %d#ni
UI_BATTLEPASS_PURCHASE,Purchase Extended Pass,Purchase Extended Pass
UI_BATTLEPASS_CLAIM,Claim Rewards,Claim Rewards
UI_BATTLEPASS_TIP_BASICREWARDS,Basic rewards for everyone!,Basic rewards for everyone!
UI_BATTLEPASS_TIP_PAIDREWARDS,Additional rewards available with the Extended Battle Pass!,Additional rewards available with the Extended Battle Pass!
UI_BATTLEPASS_COMPLETED,Congratulations for completing the Battle Pass!,Congratulations for completing the Battle Pass!
UI_GUILDCOMBAT80_CANCEL_TITLE,Lv80 GS - Cancel Application,Lv80 GS - Cancel Application
UI_GUILDCOMBAT80_CANCEL_MSG,Do you want to withdraw from the Level 80 Guild Siege?,Do you want to withdraw from the Level 80 Guild Siege?
UI_GUILDCOMBAT80_JOIN_MSG,Do you join the Level 80 Guild Siege?,Do you join the Level 80 Guild Siege?
UI_GUILDCOMBAT60_CANCEL_TITLE,Lv60 GS - Cancel Application,Lv60 GS - Cancel Application
UI_GUILDCOMBAT60_CANCEL_MSG,Do you want to withdraw from the Level 60 Guild Siege?,Do you want to withdraw from the Level 60 Guild Siege?
UI_GUILDCOMBAT60_JOIN_MSG,Do you join the Level 60 Guild Siege?,Do you join the Level 60 Guild Siege?
UI_GUILDCOMBATBOARD_TITLE1,Level 80 GS Information,Level 80 GS Information
UI_GUILDCOMBATBOARD_TITLE2,Level 60 GS Information,Level 60 GS Information
UI_GUILDCOMBAT_OFFER_TITLE1,Apply for Level 80 GS,Apply for Level 80 GS
UI_GUILDCOMBAT_OFFER_TITLE2,Apply for Level 60 GS,Apply for Level 60 GS
UI_GUILDCOMBAT_OFFER_PRESENT1,Blue Chips\n- Winning Guild: 34 x number of participating guilds\n- Second Guild: 24 x number of participating guilds\n- Third Guild: 14 x number of participating guilds\n- Fourth Guild: 8 x number of participating guilds\n- Fifth Guild: 4 x number of participating guilds,Blue Chips\n- Winning Guild: 34 x number of participating guilds\n- Second Guild: 24 x number of participating guilds\n- Third Guild: 14 x number of participating guilds\n- Fourth Guild: 8 x number of participating guilds\n- Fifth Guild: 4 x number of participating guilds
UI_GUILDCOMBAT_OFFER_PRESENT2,Blue Chips\n- Winning Guild: 32 x number of participating guilds\n- Second Guild: 22 x number of participating guilds\n- Third Guild: 12 x number of participating guilds\n- Fourth Guild: 7 x number of participating guilds\n- Fifth Guild: 3 x number of participating guilds,Blue Chips\n- Winning Guild: 32 x number of participating guilds\n- Second Guild: 22 x number of participating guilds\n- Third Guild: 12 x number of participating guilds\n- Fourth Guild: 7 x number of participating guilds\n- Fifth Guild: 3 x number of participating guilds
UI_GUILDCOMBAT_STATE_TITLE1,Level 80 GS Applications,Level 80 GS Applications
UI_GUILDCOMBAT_STATE_TITLE2,Level 60 GS Applications,Level 60 GS Applications
UI_GUILDCOMBAT_SELECT_TITLE1,Level 80 GS Line Up,Level 80 GS Line Up
UI_GUILDCOMBAT_SELECT_TITLE2,Level 60 GS Line Up,Level 60 GS Line Up
UI_GUILDCOMBAT_RESULT_TITLE1,Level 80 Guild & Member Ranking,Level 80 Guild & Member Ranking
UI_GUILDCOMBAT_RESULT_TITLE2,Level 60 Guild & Member Ranking,Level 60 Guild & Member Ranking
UI_GUILDCOMBAT_RANKING_TITLE1,Level 80 Guild Member Ranking,Level 80 Guild Member Ranking
UI_GUILDCOMBAT_RANKING_TITLE2,Level 60 Guild Member Ranking,Level 60 Guild Member Ranking
UI_OPTION_EVENTLIGHT,Event Light,Event Light
UI_LEVELREACH,Level Reach,Level Reach
UI_LEVELREACH_DESC,"Reach new levels during the event period and receive rewards! The number of rewards is limited per level so hurry up. First come, first served!","Reach new levels during the event period and receive rewards! The number of rewards is limited per level so hurry up. First come, first served!"
UI_LEVELREACH_LVL01,Level 1,Level 1
UI_LEVELREACH_LVL02,Level 2,Level 2
UI_LEVELREACH_LVL15,Level 15,Level 15
UI_LEVELREACH_LVL16,Level 16,Level 16
UI_LEVELREACH_LVL20,Level 20,Level 20
UI_LEVELREACH_LVL30,Level 30,Level 30
UI_LEVELREACH_LVL40,Level 40,Level 40
UI_LEVELREACH_LVL45,Level 45,Level 45
UI_LEVELREACH_LVL60,Level 60,Level 60
UI_LEVELREACH_LVL80,Level 80,Level 80
UI_LEVELREACH_LVL100,Level 100,Level 100
UI_LEVELREACH_LVL110,Level 110,Level 110
UI_LEVELREACH_LVL120,Level 120,Level 120
UI_LEVELREACH_LVL125,Level 125,Level 125
UI_LEVELREACH_LVL126,Level 126,Level 126
UI_LEVELREACH_LVL130,Level 130,Level 130
UI_LEVELREACH_LVL131,Level 131,Level 131
UI_LEVELREACH_LVL135,Level 135,Level 135
UI_LEVELREACH_LVL136,Level 136,Level 136
UI_LEVELREACH_LVL139,Level 139,Level 139
UI_LEVELREACH_LVL140,Level 140,Level 140
UI_LEVELREACH_LVL141,Level 141,Level 141
UI_LEVELREACH_LVL143,Level 143,Level 143
UI_LEVELREACH_LVL145,Level 145,Level 145
UI_LEVELREACH_LVL147,Level 147,Level 147
UI_LEVELREACH_LVL149,Level 149,Level 149
UI_LEVELREACH_LVL150,Level 150,Level 150
UI_LEVELREACH_LVL152,Level 152,Level 152
UI_LEVELREACH_LVL154,Level 154,Level 154
UI_LEVELREACH_LVL156,Level 156,Level 156
UI_LEVELREACH_LVL158,Level 158,Level 158
UI_LEVELREACH_LVL160,Level 160,Level 160
UI_LEVELREACH_LVL161,Level 161,Level 161
UI_LEVELREACH_LVL162,Level 162,Level 162
UI_LEVELREACH_LVL163,Level 163,Level 163
UI_LEVELREACH_LVL164,Level 164,Level 164
UI_LEVELREACH_LVL165,Level 165,Level 165
UI_LEVELREACH_LVL169,Level 169,Level 169
UI_LEVELREACH_LVL172,Level 172,Level 172
UI_LEVELREACH_LVL175,Level 175,Level 175
UI_LEVELREACH_LVL178,Level 178,Level 178
UI_LEVELREACH_LVL181,Level 181,Level 181
UI_LEVELREACH_LVL184,Level 184,Level 184
UI_LEVELREACH_LVL187,Level 187,Level 187
UI_LEVELREACH_LVL190,Level 190,Level 190
UI_GIANTHUNTING,Giant Hunting,Giant Hunting
UI_WORLDCUP,GET'EM B'ALL,GET'EM B'ALL
UI_WORLDCUP_TITLE,GET'EM B'ALL Scoreboard,GET'EM B'ALL Scoreboard
UI_WORLDCUP_INFO,Collect #bSoccer Balls#nb from monsters to increase your guild points! Guilds will receive #brewards according to their rank#nb:\n1~10: Soccer Gold Box\n11~30: Soccer Silver Box\n31~All: Soccer Bronze Box\nGuild members who scores less than 50 points cannot receive reward.,Collect #bSoccer Balls#nb from monsters to increase your guild points! Guilds will receive #brewards according to their rank#nb:\n1~10: Soccer Gold Box\n11~30: Soccer Silver Box\n31~All: Soccer Bronze Box\nGuild members who scores less than 50 points cannot receive reward.
